GLOBAL_ID,processed_txt,travel_mode,sentiment,reasoning,model
3106,time to get started on that train network in the usa. https: and and t.co and gfcnxyai7o,Unknown,Neutral,The tweet is about a train network in the USA.,mistral
3106,time to get started on that train network in the usa. https: and and t.co and gfcnxyai7o,,,,openai
3107,had to go see my godson and on this journey i saw this guy vaping on the train and brother i miss that back of the train coney island shit .knicole__catering bay 50th street https: and and t.co and nxstrcjryc,Subway,Positive,"The tweet mentions vaping on a train, indicating a positive sentiment.",llama2
3107,had to go see my godson and on this journey i saw this guy vaping on the train and brother i miss that back of the train coney island shit .knicole__catering bay 50th street https: and and t.co and nxstrcjryc,Subway,Negative,The tweet expresses frustration about seeing someone vaping on a train.,mistral
3107,had to go see my godson and on this journey i saw this guy vaping on the train and brother i miss that back of the train coney island shit .knicole__catering bay 50th street https: and and t.co and nxstrcjryc,,,,openai
3108,no one: me when i see the 6 train: https: and and t.co and tfih7dbv1l,Subway,Positive,The tweet expresses excitement and humor about seeing the 6 train.,llama2
3108,no one: me when i see the 6 train: https: and and t.co and tfih7dbv1l,Subway,Negative,The 6 train is always delayed.,mistral
3108,no one: me when i see the 6 train: https: and and t.co and tfih7dbv1l,,,,openai
3109,no one is nicer to my dog than random girl groups on the street or in the underground tunnels of the subway,Subway,Positive,The writer finds it amusing that strangers are nice to their dog in public places.,llama2
3109,no one is nicer to my dog than random girl groups on the street or in the underground tunnels of the subway,Subway,Positive,The girl groups were very kind to the dog.,mistral
3109,no one is nicer to my dog than random girl groups on the street or in the underground tunnels of the subway,,,,openai
3110,i took my dog on the subway and sis almost got her tail stuck between the doors,Subway,Negative,The dog's tail almost got stuck between the subway doors.,llama2
3110,i took my dog on the subway and sis almost got her tail stuck between the doors,Subway,Negative,The dog almost got her tail stuck between the subway doors.,mistral
3110,i took my dog on the subway and sis almost got her tail stuck between the doors,,,,openai
3111,if anything he is a new yorker and the only cowboy boots he got at l train vintage,Unknown,Neutral,The tweet doesn't express any strong emotions or opinions.,llama2
3111,if anything he is a new yorker and the only cowboy boots he got at l train vintage,Subway,Positive,The tweet is about a person who is a New Yorker and has vintage cowboy boots.,mistral
3111,if anything he is a new yorker and the only cowboy boots he got at l train vintage,,,,openai
3112,"dog owners: if your dog pees and poops in your yard, do you shovel a path and a patch of grass for them after a big snow storm? this is our first snowstorm with our pup, and we are not sure what potty time is going to be like!",Unknown,Neutral,"The tweet is asking for advice on how to handle potty training for a new puppy during a snowstorm, without expressing any emotion.",llama2
3112,"dog owners: if your dog pees and poops in your yard, do you shovel a path and a patch of grass for them after a big snow storm? this is our first snowstorm with our pup, and we are not sure what potty time is going to be like!",Unknown,Neutral,Doesn't talk about travel modes,mistral
3112,"dog owners: if your dog pees and poops in your yard, do you shovel a path and a patch of grass for them after a big snow storm? this is our first snowstorm with our pup, and we are not sure what potty time is going to be like!",,,,openai
3113,"i still get to scream along to my favorite songs, but i do notice the other passengers on the path train moving away.",Subway,Neutral,"The tweet mentions the passenger's enjoyment of their favorite songs, but also notes that other passengers are moving away.",llama2
3113,"i still get to scream along to my favorite songs, but i do notice the other passengers on the path train moving away.",Subway,Neutral,The tweet is neutral and doesn't express any sentiment.,mistral
3113,"i still get to scream along to my favorite songs, but i do notice the other passengers on the path train moving away.",,,,openai
3114,i do not understand when they show times square in movies and tv shows. there is no subway entrance in the middle of times square,Subway,Neutral,The tweet is expressing confusion about the depiction of a subway entrance in Times Square in movies and TV shows.,llama2
3114,i do not understand when they show times square in movies and tv shows. there is no subway entrance in the middle of times square,Subway,Negative,The subway entrance in Times Square is not shown in movies and TV shows.,mistral
3114,i do not understand when they show times square in movies and tv shows. there is no subway entrance in the middle of times square,,,,openai
3115,"we are just bad. lanes are the last thing cleared. also, on the williamsburg bridge, there is a spot on the bike path that is lower than the roadway. winter biking in nyc sucks.",Bike,Negative,The tweet expresses frustration with the slow clearing of bike lanes and a hazardous spot on the Williamsburg Bridge.,llama2
3115,"we are just bad. lanes are the last thing cleared. also, on the williamsburg bridge, there is a spot on the bike path that is lower than the roadway. winter biking in nyc sucks.",Bike,Negative,The bike lanes were not cleared and the bike path on the Williamsburg Bridge was lower than the roadway.,mistral
3115,"we are just bad. lanes are the last thing cleared. also, on the williamsburg bridge, there is a spot on the bike path that is lower than the roadway. winter biking in nyc sucks.",,,,openai
3116,"this picture is the real truth about the nyc subway stations, at least some of them!",Subway,Positive,The tweet expresses a positive sentiment towards the truth about NYC subway stations.,llama2
3116,"this picture is the real truth about the nyc subway stations, at least some of them!",Subway,Neutral,The picture shows the reality of some NYC subway stations.,mistral
3116,"this picture is the real truth about the nyc subway stations, at least some of them!",,,,openai
3117,"the mta had big pre pandemic plans for adding elevators to dozens of transit stations. now, it is inching ahead with projects at eight stations. new in . https: and and t.co and l0lcbnslus",Unknown,Positive,The tweet mentions that the MTA had big plans before the pandemic and is now making progress with projects at eight stations.,llama2
3117,"the mta had big pre pandemic plans for adding elevators to dozens of transit stations. now, it is inching ahead with projects at eight stations. new in . https: and and t.co and l0lcbnslus",Subway,Neutral,The MTA is making progress on plans to add elevators to transit stations.,mistral
3117,"the mta had big pre pandemic plans for adding elevators to dozens of transit stations. now, it is inching ahead with projects at eight stations. new in . https: and and t.co and l0lcbnslus",,,,openai
3118,i cannot imagine laying on the floor of a moving train is enjoyable but my dog really has just flopped over https: and and t.co and 8cx78biwu7,Subway,Neutral,"The tweet mentions laying on the floor of a moving train, which is not a positive experience.",llama2
3118,i cannot imagine laying on the floor of a moving train is enjoyable but my dog really has just flopped over https: and and t.co and 8cx78biwu7,Subway,Negative,The tweet is about a dog lying on the floor of a moving subway train.,mistral
3118,i cannot imagine laying on the floor of a moving train is enjoyable but my dog really has just flopped over https: and and t.co and 8cx78biwu7,,,,openai
3119,a fresh meadows woman called mayor lindsay a bum 225 people got stuck overnight in the jamaica train station (3 and ?),Subway,Negative,"The tweet mentions people getting stuck overnight in a train station, which is a negative situation.",llama2
3119,a fresh meadows woman called mayor lindsay a bum 225 people got stuck overnight in the jamaica train station (3 and ?),Subway,Negative,The subway was delayed and many people were stuck overnight in the Jamaica train station.,mistral
3119,a fresh meadows woman called mayor lindsay a bum 225 people got stuck overnight in the jamaica train station (3 and ?),,,,openai
3120,it is really jarring seeing people out here raw dogging life on the subway without a mask on... get away from me sociopath,Subway,Negative,The tweet expresses disgust and concern for the safety of others on the subway.,llama2
3120,it is really jarring seeing people out here raw dogging life on the subway without a mask on... get away from me sociopath,Subway,Negative,The tweet expresses anger towards people not wearing masks on the subway.,mistral
3120,it is really jarring seeing people out here raw dogging life on the subway without a mask on... get away from me sociopath,,,,openai
3121,"same w and the ""mad at self for not know every single aspect abt the subway""",Subway,Neutral,The tweet indicates a mix of frustration and self-awareness about not knowing every aspect of the subway.,llama2
3121,"same w and the ""mad at self for not know every single aspect abt the subway""",Subway,Negative,The tweet expresses frustration for not knowing every aspect about the subway.,mistral
3121,"same w and the ""mad at self for not know every single aspect abt the subway""",,,,openai
3122,"but have a musical performance degree in a large brass instrument no ones ever heard of or ""mayor controls the subway"" it as ""baritone horn"". it is a euphonium!",Unknown,Positive,"The tweet is positive because the person is proud of their musical degree and the use of the word ""euphonium"" is likely to evoke a positive response from musicians.",llama2
3122,"but have a musical performance degree in a large brass instrument no ones ever heard of or ""mayor controls the subway"" it as ""baritone horn"". it is a euphonium!",Unknown,Negative,"The tweet is about a person's musical background and the use of the word ""baritone horn"" instead of ""euphonium"".",mistral
3122,"but have a musical performance degree in a large brass instrument no ones ever heard of or ""mayor controls the subway"" it as ""baritone horn"". it is a euphonium!",,,,openai
3123,"i had such a weird 20 30 minutes in my first ride back, but by the time we hit wall st, it was back to normal weird subway thoughts, laugh",Subway,Neutral,"The tweet mentions a mix of weird thoughts and normalcy, indicating a neutral sentiment.",llama2
3123,"i had such a weird 20 30 minutes in my first ride back, but by the time we hit wall st, it was back to normal weird subway thoughts, laugh",Subway,Neutral,"The subway ride was weird for a short time, but then returned to normal.",mistral
3123,"i had such a weird 20 30 minutes in my first ride back, but by the time we hit wall st, it was back to normal weird subway thoughts, laugh",,,,openai
3124,sometimes the way weed naps hit me on the train i deff look like a stupid fiend the way i be trying to be not to sleep,Subway,Positive,The tweet expresses a positive sentiment towards the user's experience of taking naps on the train.,llama2
3124,sometimes the way weed naps hit me on the train i deff look like a stupid fiend the way i be trying to be not to sleep,Subway,Negative,The tweet is about feeling embarrassed while sleeping on a train.,mistral
3124,sometimes the way weed naps hit me on the train i deff look like a stupid fiend the way i be trying to be not to sleep,,,,openai
3125,f versus m... but not in a subway way,Unknown,Neutral,The tweet doesn't mention subway travel.,llama2
3125,f versus m... but not in a subway way,Subway,Neutral,The tweet is a play on words and doesn't express a sentiment.,mistral
3125,f versus m... but not in a subway way,,,,openai
3126,it is not hard to wear a mask on the fucking train you white old ass piece of shit. your spit is flying everywhere. why tf are you cussing out a random person worry about your dumb ass behavior first jfc people are so bold and for what,Subway,Negative,The tweet expresses anger towards someone on the train for not wearing a mask.,llama2
3126,it is not hard to wear a mask on the fucking train you white old ass piece of shit. your spit is flying everywhere. why tf are you cussing out a random person worry about your dumb ass behavior first jfc people are so bold and for what,Subway,Negative,The person is cussing out a random person on the subway.,mistral
3126,it is not hard to wear a mask on the fucking train you white old ass piece of shit. your spit is flying everywhere. why tf are you cussing out a random person worry about your dumb ass behavior first jfc people are so bold and for what,,,,openai
3127,"hey , i submitted a form online for a lost 30day metro card last week and have not heard back from anyone regarding my claim. do you have an estimated time for when i will get in touch with someone? thanks in advance!",Unknown,Neutral,The tweeter is asking for an estimated time of response from someone regarding their lost metro card claim.,llama2
3127,"hey , i submitted a form online for a lost 30day metro card last week and have not heard back from anyone regarding my claim. do you have an estimated time for when i will get in touch with someone? thanks in advance!",Subway,Negative,The person has not received a response from the MTA regarding their lost 30-day metro card claim.,mistral
3127,"hey , i submitted a form online for a lost 30day metro card last week and have not heard back from anyone regarding my claim. do you have an estimated time for when i will get in touch with someone? thanks in advance!",,,,openai
3128,were on this train 4 train on 149th no air full train covid .means nothing i guess ughhh cannot even breath..wth,Subway,Negative,The tweet is expressing frustration at the lack of air conditioning on a crowded train during the COVID-19 pandemic.,llama2
3128,were on this train 4 train on 149th no air full train covid .means nothing i guess ughhh cannot even breath..wth,Subway,Negative,"The subway train was overcrowded and lacked air circulation, making it difficult to breathe.",mistral
3128,were on this train 4 train on 149th no air full train covid .means nothing i guess ughhh cannot even breath..wth,,,,openai
3129,what if there were contact lenses or something to allow people to view the type of display on the subway,Subway,Positive,The idea of viewing displays on the subway could make the commute more enjoyable.,llama2
3129,what if there were contact lenses or something to allow people to view the type of display on the subway,Subway,Neutral,The tweet is neutral and doesn't express any sentiment.,mistral
3129,what if there were contact lenses or something to allow people to view the type of display on the subway,,,,openai
3130,"i am at mta subway 63rd dr and rego park (m and r) in rego park, ny https: and and t.co and 9tslpov2j5",Subway,Neutral,"The tweet mentions the location of a subway station and uses a hashtag, indicating a neutral sentiment.",llama2
3130,"i am at mta subway 63rd dr and rego park (m and r) in rego park, ny https: and and t.co and 9tslpov2j5",Subway,Neutral,The tweet is about a specific location on the subway.,mistral
3130,"i am at mta subway 63rd dr and rego park (m and r) in rego park, ny https: and and t.co and 9tslpov2j5",,,,openai
3131,"homie here in the train station with no mask wipes his nose, then proceeds to put his napkin in his pocket, wipes face with hand (has not washed or sanitized hands) &amp; enters the train and grabs the pole, still no mask by the way.",Subway,Negative,The tweet describes a person not following proper hygiene practices in a crowded train station.,llama2
3131,"homie here in the train station with no mask wipes his nose, then proceeds to put his napkin in his pocket, wipes face with hand (has not washed or sanitized hands) &amp; enters the train and grabs the pole, still no mask by the way.",Subway,Negative,The person in the train station was not wearing a mask and was not following proper hygiene protocols.,mistral
3131,"homie here in the train station with no mask wipes his nose, then proceeds to put his napkin in his pocket, wipes face with hand (has not washed or sanitized hands) &amp; enters the train and grabs the pole, still no mask by the way.",,,,openai
3132,"train was so packed it was crazy, homie knew i was taking a picture too lmao, corona going crazy in there https: and and t.co and lw50wus9yi",Subway,Positive,"The tweet mentions a crowded train, indicating a positive sentiment.",llama2
3132,"train was so packed it was crazy, homie knew i was taking a picture too lmao, corona going crazy in there https: and and t.co and lw50wus9yi",Subway,Negative,The subway was packed due to the ongoing pandemic.,mistral
3132,"train was so packed it was crazy, homie knew i was taking a picture too lmao, corona going crazy in there https: and and t.co and lw50wus9yi",,,,openai
3133,ran a train on the coffee table,Unknown,Positive,The tweet is ambiguous and could refer to a positive or neutral situation.,llama2
3133,ran a train on the coffee table,Unknown,Negative,The tweet is not about travel.,mistral
3133,ran a train on the coffee table,,,,openai
3134,i thought i saw someone holding a german shepherd puppy on the subway so i moved closer but it turns out it was just a really fucked up purse.,Subway,Negative,The speaker was disappointed by the fake puppy they saw on the subway.,llama2
3134,i thought i saw someone holding a german shepherd puppy on the subway so i moved closer but it turns out it was just a really fucked up purse.,Subway,Negative,The person holding a puppy turned out to be holding a fake one.,mistral
3134,i thought i saw someone holding a german shepherd puppy on the subway so i moved closer but it turns out it was just a really fucked up purse.,,,,openai
3135,how can anyone say that she is confirmed when that video quality is absolutely the worst? also i know that hoyt station very well. why would hawkeye be on a nyc subway?,Subway,Negative,The video quality is poor and the speaker is questioning the accuracy of the claim.,llama2
3135,how can anyone say that she is confirmed when that video quality is absolutely the worst? also i know that hoyt station very well. why would hawkeye be on a nyc subway?,Subway,Negative,The video quality was poor and the location was incorrect.,mistral
3135,how can anyone say that she is confirmed when that video quality is absolutely the worst? also i know that hoyt station very well. why would hawkeye be on a nyc subway?,,,,openai
3136,every subway car i go into has at least 2 people without masks on. what the fuck new york,Subway,Negative,The writer is frustrated by the lack of mask-wearing in subway cars.,llama2
3136,every subway car i go into has at least 2 people without masks on. what the fuck new york,Subway,Negative,The tweet expresses frustration about not seeing enough people wearing masks on the subway.,mistral
3136,every subway car i go into has at least 2 people without masks on. what the fuck new york,,,,openai
3137,man sitting across from me was also crying on the subway so at least i am not the only one,Subway,Neutral,"The tweet mentions the person crying on the subway, indicating a neutral sentiment.",llama2
3137,man sitting across from me was also crying on the subway so at least i am not the only one,Subway,Neutral,The person sitting across from the tweeter was also crying on the subway.,mistral
3137,man sitting across from me was also crying on the subway so at least i am not the only one,,,,openai
3138,quickest way to sick people out is to eat a cheeseburger on the train in the morning,Subway,Negative,Eating a cheeseburger on the train is unhygienic and may make others sick.,llama2
3138,quickest way to sick people out is to eat a cheeseburger on the train in the morning,Subway,Negative,The statement is negative because it implies that eating a cheeseburger on the train in the morning is not a good way to get sick people out.,mistral
3138,quickest way to sick people out is to eat a cheeseburger on the train in the morning,,,,openai
3139,i see too many people on the trains not wearing masks. where are the people enforcing this?,Subway,Negative,The lack of mask-wearing enforcement on public transportation is concerning.,llama2
3139,i see too many people on the trains not wearing masks. where are the people enforcing this?,Subway,Negative,The tweet expresses frustration about not seeing enough people wearing masks on the subway.,mistral
3139,i see too many people on the trains not wearing masks. where are the people enforcing this?,,,,openai
3140,i am literally horrified of the subway after seeing that video of that woman get shoved off the platform in front of an oncoming train by a random man brother,Subway,Negative,The tweet expresses horror at a violent incident on the subway.,llama2
3140,i am literally horrified of the subway after seeing that video of that woman get shoved off the platform in front of an oncoming train by a random man brother,Subway,Negative,The video of the woman being shoved off the platform was horrifying.,mistral
3140,i am literally horrified of the subway after seeing that video of that woman get shoved off the platform in front of an oncoming train by a random man brother,,,,openai
3141,ever since i lived in queens there has been a subway restaurant across from my subway station. many a night i relied on that place for dinner after coming home from work. went to stop there for lunch today and they are permanently closed. i am devastated.,Subway,Negative,"The tweet mentions a permanent closure of a restaurant near a subway station, causing devastation to the writer.",llama2
3141,ever since i lived in queens there has been a subway restaurant across from my subway station. many a night i relied on that place for dinner after coming home from work. went to stop there for lunch today and they are permanently closed. i am devastated.,Subway,Negative,The subway restaurant across from the author's subway station has permanently closed.,mistral
3141,ever since i lived in queens there has been a subway restaurant across from my subway station. many a night i relied on that place for dinner after coming home from work. went to stop there for lunch today and they are permanently closed. i am devastated.,,,,openai
3142,"my immediate household is basically a bunch of books about the subway at the moment, so i am good",Subway,Positive,"The tweet mentions having a lot of books about the subway, indicating a positive sentiment.",llama2
3142,"my immediate household is basically a bunch of books about the subway at the moment, so i am good",Subway,Positive,The tweet is about the household being knowledgeable about the subway.,mistral
3142,"my immediate household is basically a bunch of books about the subway at the moment, so i am good",,,,openai
3143,it is essential that public transit riders and workers get the full relief they are due we got shortchanged last time around in the prior relief bills. despite having nearly half of america's public transit riders in our region we only got ~14% of the funding.,Unknown,Negative,The tweet expresses frustration that public transportation riders and workers are not receiving adequate relief funding.,llama2
3143,it is essential that public transit riders and workers get the full relief they are due we got shortchanged last time around in the prior relief bills. despite having nearly half of america's public transit riders in our region we only got ~14% of the funding.,Bus,Negative,The bus riders and workers were shortchanged in the prior relief bills despite having nearly half of America's public transit riders in the region.,mistral
3143,it is essential that public transit riders and workers get the full relief they are due we got shortchanged last time around in the prior relief bills. despite having nearly half of america's public transit riders in our region we only got ~14% of the funding.,,,,openai
3144,freaking tearing up at the diversity in my subway car right now. missed this so much.,Subway,Positive,The tweet expresses happiness and nostalgia for the diversity in a subway car.,llama2
3144,freaking tearing up at the diversity in my subway car right now. missed this so much.,Subway,Positive,The diversity in the subway car was appreciated.,mistral
3144,freaking tearing up at the diversity in my subway car right now. missed this so much.,,,,openai
3145,"dude, the express train i take to the office is shorter than this video. should we expect an in flight snack as well? https: and and t.co and oxzmujooi0",Unknown,Positive,The tweet is joking about the length of the train ride and the possibility of an in-flight snack.,llama2
3145,"dude, the express train i take to the office is shorter than this video. should we expect an in flight snack as well? https: and and t.co and oxzmujooi0",Subway,Positive,The express train was shorter than the video.,mistral
3145,"dude, the express train i take to the office is shorter than this video. should we expect an in flight snack as well? https: and and t.co and oxzmujooi0",,,,openai
3146,"mta needs more money, nyers have less, on way to work, geting off m34 asked by nypd for proof of paid fare! are you kidding me ?",Subway,Negative,The tweet expresses frustration at being asked for proof of fare payment by the NYPD while on the M34 bus.,llama2
3146,"mta needs more money, nyers have less, on way to work, geting off m34 asked by nypd for proof of paid fare! are you kidding me ?",Subway,Negative,The MTA is underfunded and the NYPD is asking for proof of paid fare.,mistral
3146,"mta needs more money, nyers have less, on way to work, geting off m34 asked by nypd for proof of paid fare! are you kidding me ?",,,,openai
3147,literally ran for the train this morning so i do not miss it and still missed it,Subway,Negative,The person missed the train despite running for it.,llama2
3147,literally ran for the train this morning so i do not miss it and still missed it,Subway,Negative,Missed the train despite running for it.,mistral
3147,literally ran for the train this morning so i do not miss it and still missed it,,,,openai
3148,"seems crazy for a transit nerd like me but it is my first subway ride since march 11. back and it feels so good! no touch payment using omny, great to be traveling again with fellow nyers + bonus: so happy to see these decals in real life by https: and and t.co and ofwluan1pz",Subway,Positive,The tweet expresses excitement and happiness about taking the subway again after a long time.,llama2
3148,"seems crazy for a transit nerd like me but it is my first subway ride since march 11. back and it feels so good! no touch payment using omny, great to be traveling again with fellow nyers + bonus: so happy to see these decals in real life by https: and and t.co and ofwluan1pz",Subway,Positive,The subway ride felt good after a long absence.,mistral
3148,"seems crazy for a transit nerd like me but it is my first subway ride since march 11. back and it feels so good! no touch payment using omny, great to be traveling again with fellow nyers + bonus: so happy to see these decals in real life by https: and and t.co and ofwluan1pz",,,,openai
3149,bus is very rude and was not wearing a mask. she was also late..,Bus,Negative,"The bus driver was rude and not wearing a mask, resulting in a negative experience.",llama2
3149,bus is very rude and was not wearing a mask. she was also late..,Bus,Negative,"The bus driver was rude, not wearing a mask, and was late.",mistral
3149,bus is very rude and was not wearing a mask. she was also late..,,,,openai
3150,i actually do not hate this apartment! (that is a bit of west facing city view beyond.) but... $1m? to live 2 and 3 mi from the subway? right now? when you can get the same square footage in gramercy park or fort greene for less? people be crazy. https: and and t.co and wimfcnh7ly,Subway,Negative,The tweet expresses frustration at the high price of an apartment near the subway.,llama2
3150,i actually do not hate this apartment! (that is a bit of west facing city view beyond.) but... $1m? to live 2 and 3 mi from the subway? right now? when you can get the same square footage in gramercy park or fort greene for less? people be crazy. https: and and t.co and wimfcnh7ly,Unknown,Negative,The apartment is overpriced compared to other options in the area.,mistral
3150,i actually do not hate this apartment! (that is a bit of west facing city view beyond.) but... $1m? to live 2 and 3 mi from the subway? right now? when you can get the same square footage in gramercy park or fort greene for less? people be crazy. https: and and t.co and wimfcnh7ly,,,,openai
3151,the in new york is terribly slow during this pandemic. i have been waiting for the c train for 20 mins at 145,Subway,Negative,The C train is slow and unreliable during the pandemic.,llama2
3151,the in new york is terribly slow during this pandemic. i have been waiting for the c train for 20 mins at 145,Subway,Negative,The subway was slow due to the pandemic.,mistral
3151,the in new york is terribly slow during this pandemic. i have been waiting for the c train for 20 mins at 145,,,,openai
3152,can you imagine being on the train and there is a black out? omg! in the summer!,Subway,Negative,The thought of a blackout on a train during the summer is unsettling.,llama2
3152,can you imagine being on the train and there is a black out? omg! in the summer!,Subway,Negative,The subway was affected by a blackout during the summer.,mistral
3152,can you imagine being on the train and there is a black out? omg! in the summer!,,,,openai
3153,"if the eliminates seven and 30 day unlimited metrocards, i will jump the turnstiles everyday for life. they need to figure something else out.",Subway,Negative,The tweeter is threatening to jump the turnstiles if the MTA eliminates certain unlimited metrocards.,llama2
3153,"if the eliminates seven and 30 day unlimited metrocards, i will jump the turnstiles everyday for life. they need to figure something else out.",Subway,Negative,The elimination of seven and 30 day unlimited metrocards would make it impossible for the person to afford to use the subway.,mistral
3153,"if the eliminates seven and 30 day unlimited metrocards, i will jump the turnstiles everyday for life. they need to figure something else out.",,,,openai
3154,mta bus drivers are the laziest bums in new york,Bus,Negative,"The tweet calls the bus drivers lazy, indicating a negative sentiment.",llama2
3154,mta bus drivers are the laziest bums in new york,Bus,Negative,The tweet expresses a negative sentiment towards bus drivers.,mistral
3154,mta bus drivers are the laziest bums in new york,,,,openai
3155,cannot wait to get on this train because lord knows it is cold,Subway,Negative,The speaker is looking forward to getting on a train to escape the cold weather.,llama2
3155,cannot wait to get on this train because lord knows it is cold,Subway,Negative,The train is cold.,mistral
3155,cannot wait to get on this train because lord knows it is cold,,,,openai
3156,yo you all got some nerves wanting to raise fares but your bus service be very f inconsistent especially with overnight service on the bm2 i got work at 6!!!! you all going to make me late!!! start providing subway service again!!!,Bus,Negative,The bus service was inconsistent and caused delays for the tweet writer.,llama2
3156,yo you all got some nerves wanting to raise fares but your bus service be very f inconsistent especially with overnight service on the bm2 i got work at 6!!!! you all going to make me late!!! start providing subway service again!!!,Bus,Negative,"The bus service was inconsistent, especially overnight service on the Bm2, causing delays and making the person late for work.",mistral
3156,yo you all got some nerves wanting to raise fares but your bus service be very f inconsistent especially with overnight service on the bm2 i got work at 6!!!! you all going to make me late!!! start providing subway service again!!!,,,,openai
3157,how i knew this was you whining on the train,Subway,Negative,The tweet is negative because it refers to someone whining on a train.,llama2
3157,how i knew this was you whining on the train,Subway,Negative,The tweet is a negative comment about someone.,mistral
3157,how i knew this was you whining on the train,,,,openai
3158,"considering i have lost all subway listening time this year, this could have been much more embarrassing https: and and t.co and 4nkvazypmc",Subway,Neutral,"The tweet mentions losing subway listening time, indicating a negative sentiment.",llama2
3158,"considering i have lost all subway listening time this year, this could have been much more embarrassing https: and and t.co and 4nkvazypmc",Subway,Negative,The subway was delayed and the person lost all listening time.,mistral
3158,"considering i have lost all subway listening time this year, this could have been much more embarrassing https: and and t.co and 4nkvazypmc",,,,openai
3159,cannot believe the oc was on the k pop train in 2006,Unknown,Positive,The tweet expresses excitement and nostalgia for a K-pop train from 2006.,llama2
3159,cannot believe the oc was on the k pop train in 2006,Unknown,Positive,The tweet is about a positive experience with the K-pop train.,mistral
3159,cannot believe the oc was on the k pop train in 2006,,,,openai
3160,how long the train's been gone,Subway,Negative,The train has been delayed and the speaker is expressing frustration.,llama2
3160,how long the train's been gone,Subway,Negative,The train has been gone for a long time.,mistral
3160,how long the train's been gone,,,,openai
3161,the subway just reminds me of restrictions i used against the advantage of nts in music school,Subway,Neutral,"The tweet mentions restrictions and advantages, indicating a neutral sentiment.",llama2
3161,the subway just reminds me of restrictions i used against the advantage of nts in music school,Subway,Negative,The subway reminds the person of restrictions they used against the advantage of nts in music school.,mistral
3161,the subway just reminds me of restrictions i used against the advantage of nts in music school,,,,openai
3162,"yo, these crackheads on the subway tn be wildin! https: and and t.co and ovvriyz6gu",Subway,Negative,"The tweet uses derogatory language to describe people on the subway, indicating a negative sentiment.",llama2
3162,"yo, these crackheads on the subway tn be wildin! https: and and t.co and ovvriyz6gu",Subway,Negative,The tweet is about a negative experience on the subway.,mistral
3162,"yo, these crackheads on the subway tn be wildin! https: and and t.co and ovvriyz6gu",,,,openai
3163,every time my friends and i get a citizen application notif that someone got pushed onto the train tracks we always text in our group to make sure everyone is ok and it was not them i do not know if that is wholesome or terrifying to be honest,Unknown,Neutral,The group's texting habit after receiving train notification is neutral.,llama2
3163,every time my friends and i get a citizen application notif that someone got pushed onto the train tracks we always text in our group to make sure everyone is ok and it was not them i do not know if that is wholesome or terrifying to be honest,Subway,Neutral,The tweet is about a group of friends checking in on each other after receiving a notification that someone had been pushed onto the train tracks.,mistral
3163,every time my friends and i get a citizen application notif that someone got pushed onto the train tracks we always text in our group to make sure everyone is ok and it was not them i do not know if that is wholesome or terrifying to be honest,,,,openai
3164,thoroughly shaken as someone who has spent almost their entire conscious life on the west side riding the 1 train to now be maining the... uh... 6 train???,Subway,Negative,The speaker is unhappy about switching from the 1 train to the 6 train.,llama2
3164,thoroughly shaken as someone who has spent almost their entire conscious life on the west side riding the 1 train to now be maining the... uh... 6 train???,Subway,Negative,The person is frustrated about having to change their subway line.,mistral
3164,thoroughly shaken as someone who has spent almost their entire conscious life on the west side riding the 1 train to now be maining the... uh... 6 train???,,,,openai
3165,glad to see you are on board the aleda for council train,Subway,Positive,The user is happy to see someone on the train.,llama2
3165,glad to see you are on board the aleda for council train,Subway,Positive,The tweet is about being on board the Aleda for council train.,mistral
3165,glad to see you are on board the aleda for council train,,,,openai
3166,you are on the demian train too!!,Subway,Positive,Excited to see someone else on the train.,llama2
3166,you are on the demian train too!!,Subway,Positive,The person is excited to be on the same train.,mistral
3166,you are on the demian train too!!,,,,openai
3167,where is the are train? waiting on the dekalb avenue platform for 15 minutes waiting for the bay ridge bound r!,Subway,Negative,The tweet expresses frustration at waiting for an A train at DeKalb Avenue for an extended period of time.,llama2
3167,where is the are train? waiting on the dekalb avenue platform for 15 minutes waiting for the bay ridge bound r!,Subway,Negative,The train was delayed and the wait time was long.,mistral
3167,where is the are train? waiting on the dekalb avenue platform for 15 minutes waiting for the bay ridge bound r!,,,,openai
3168,"i miss you, eastern parkway line subway delays! https: and and t.co and 6csmrftpsy",Subway,Positive,"The tweet expresses longing for a specific subway line, indicating a positive sentiment.",llama2
3168,"i miss you, eastern parkway line subway delays! https: and and t.co and 6csmrftpsy",Subway,Negative,The subway delays on the Eastern Parkway line are frustrating.,mistral
3168,"i miss you, eastern parkway line subway delays! https: and and t.co and 6csmrftpsy",,,,openai
3169,the churro ladies in the subway seem to have created their own,Subway,Positive,The tweet mentions the churro vendors in the subway in a positive manner.,llama2
3169,the churro ladies in the subway seem to have created their own,Subway,Positive,The churro ladies in the subway created their own.,mistral
3169,the churro ladies in the subway seem to have created their own,,,,openai
3170,"i do not understand, how are there still major delays on the train.... https: and and t.co and fzitunooje",Subway,Negative,The tweet expresses frustration towards train delays.,llama2
3170,"i do not understand, how are there still major delays on the train.... https: and and t.co and fzitunooje",Subway,Negative,The subway delays are frustrating and confusing.,mistral
3170,"i do not understand, how are there still major delays on the train.... https: and and t.co and fzitunooje",,,,openai
