Unnamed: 0,GLOBAL_ID,LOCAL_ID,processed_txt,date,_date_,WoY,travel_mode,sentiment,reasoning
2512,2512,5020,poor katara constantly being reminded of her dead mother now that everyone is finally on the avatar train,2020-05-26 00:54:03+00:00,2020-05-26,2020-21,Unknown,Negative,The tweet expresses sadness and frustration at being constantly reminded of a dead mother.
2513,2513,5021,do not worry about mr penner he is been a bit of a thorn regarding belmont and particularly the train since the start.,2020-05-26 00:38:02+00:00,2020-05-26,2020-21,Unknown,Neutral,The tweet does not mention any negative sentiment towards Mr. Penner.
2514,2514,5024,"( mta subway 59th st and columbus circle (a and b and c and d and 1) in new york, ny) https: and and t.co and loqak4ose3",2021-04-11 22:58:00+00:00,2021-04-11,2021-15,Subway,Positive,The tweet mentions the MTA subway line and includes a link to a relevant article.
2515,2515,5025,he takes the a train to the bx um ......crickets,2021-04-11 22:42:39+00:00,2021-04-11,2021-15,Subway,Neutral,The tweet is neutral as it simply mentions the train and lack of response from the other person.
2516,2516,5026,"( mta subway q train in new york, ny) https: and and t.co and dyzd8uolru",2021-04-11 22:31:16+00:00,2021-04-11,2021-15,Subway,Positive,The tweet contains a link to an article about the MTA subway in New York City.
2517,2517,5027,a citibike?!? on the subway!?! make it make sense!!!!!!,2021-04-11 22:23:13+00:00,2021-04-11,2021-15,Subway,Negative,The user is expressing frustration at seeing a Citibike on the subway.
2518,2518,5030,there are people on my train watching videos on their phones without headphone. nature is healing.,2021-04-11 21:54:05+00:00,2021-04-11,2021-15,Subway,Positive,The tweet expresses a positive sentiment towards the people watching videos on their phones without headphones.
2519,2519,5033,"also, the stereotypical dirty, mentally ill person on the train is only the most visible type of homelessness. a lot of homeless people work &amp; are healthy but have nowhere to go home to. both groups deserve housing and care.",2021-04-11 21:07:28+00:00,2021-04-11,2021-15,Unknown,Positive,The tweet highlights the complexity of homelessness and the need for housing and care for both visible and invisible groups.
2520,2520,5034,"oh newark penn station first time i have seen you since the fall of 2019. within 2 min of getting off my train, there was a woman screaming because her purse got stolen, and a man getting tazed by police in the bathroom. missed this place",2021-04-11 20:17:54+00:00,2021-04-11,2021-15,Subway,Negative,The tweet mentions a negative experience at Newark Penn Station.
2521,2521,5036,how come every time i take the 2 train into brooklyn there is a man who decides to rap out loud like anybody wants to hear that dog shit.,2021-04-11 19:49:32+00:00,2021-04-11,2021-15,Subway,Negative,The man's rapping is disruptive and annoying.
2522,2522,5039,dry waste. trains not stopping on the mezzanine smelling the wind not in a 1 train the forever leak https: and and t.co and tj1jy7mnv2,2021-04-11 19:09:22+00:00,2021-04-11,2021-15,Subway,Negative,"The tweet mentions issues with the subway, including a ""forever leak"" and trains not stopping on the mezzanine."
2523,2523,5040,i swear to god i saw your clone on a 1 train just now,2021-04-11 19:08:19+00:00,2021-04-11,2021-15,Subway,Positive,"The tweet suggests seeing a familiar person on the subway, indicating a positive sentiment."
2524,2524,5043,air conditioner in j train car 3053 (and possibly other cars) not working,2021-04-11 18:54:21+00:00,2021-04-11,2021-15,Subway,Negative,"The air conditioner in the train car is not working, causing discomfort."
2525,2525,5044,"been telling people shit like this for ages. you think that is bad you might get a trailways bus to delaware county, once a day tops. and the closest metro north train is a hour &amp; a half away. also zero ubers or car services. it is literally invite only hamptons. https: and and t.co and hfpicgnni7",2021-04-11 18:36:46+00:00,2021-04-11,2021-15,Unknown,Positive,The tweet expresses excitement and positivity about the availability of transportation options.
2526,2526,5046,men on the train scare me,2021-04-11 17:46:09+00:00,2021-04-11,2021-15,Subway,Negative,"The tweet expresses fear or discomfort towards men on the train, indicating a negative sentiment."
2527,2527,5048,"there are a lot of things that make being a subway conductor lots of fun, but honestly the best part of the job is definitely waving back to excited young kids who view the trains with absolute wonder in their eyes.",2021-04-11 17:08:42+00:00,2021-04-11,2021-15,Subway,Positive,The conductor enjoys interacting with excited children.
2528,2528,5050,those are the vendors i typically see in the city and subway specifically,2021-04-11 16:20:53+00:00,2021-04-11,2021-15,Subway,Neutral,"The tweet mentions the vendors typically seen in the city and subway, indicating a neutral sentiment."
2529,2529,5051,"1. it looked better before, 2. this is a massive waste of resources 3. your priorities are wildly out of wack 4. you think this is an ""eyesore""?? have you seen the subway tracks?? https: and and t.co and eken6pxvum",2021-04-11 16:10:16+00:00,2021-04-11,2021-15,Subway,Negative,"The tweet is criticizing the construction of a new building near the subway tracks, calling it a waste of resources and expressing frustration with the priorities of the people involved."
2530,2530,5052,they screaming in the subway trippin,2021-04-11 16:05:52+00:00,2021-04-11,2021-15,Subway,Negative,The sentiment is negative as the tweet mentions people screaming in the subway.
2531,2531,5054,"bruh. this is not a major problem in nyc. leave the churro ladies and fruit vendors alone. subway, crumbling bridges, shitty pothole ridden streets, homelessness, affordable housing. this are real issues.",2021-04-11 15:45:28+00:00,2021-04-11,2021-15,Subway,Negative,The tweet expresses frustration with the focus on minor issues while major problems persist.
2532,2532,5057,from where to where is that train? if it is not a direct route there are stops and changes of train.,2021-04-11 15:34:10+00:00,2021-04-11,2021-15,Subway,Neutral,The tweet is looking for information on a train route and is neutral about it.
2533,2533,5058,why do i always duck when i get out of the subway car like i am 10 feet tall,2021-04-11 15:25:41+00:00,2021-04-11,2021-15,Subway,Neutral,"The tweet is about the person's behavior when exiting the subway car, which is neutral."
2534,2534,5059,"it looks like the c train is coming back to the bronx, starting next weekend. https: and and t.co and gqc0c79znx",2021-04-11 15:24:47+00:00,2021-04-11,2021-15,Subway,Positive,"The tweet mentions the return of the C train to the Bronx, indicating a positive sentiment."
2535,2535,5069,do you really think the mta runs a reduced schedule to the beach on cloudy sunday mornings?,2021-04-11 12:15:40+00:00,2021-04-11,2021-15,Unknown,Negative,The tweet suggests that the MTA does not run a reduced schedule on cloudy Sunday mornings.
2536,2536,5070,"i am at mta subway sutphin blvd and archer ave and jfk (e and j and z) in jamaica, ny https: and and t.co and hdgqhhpoto",2021-04-11 12:04:04+00:00,2021-04-11,2021-15,Subway,Positive,The tweet mentions the location of a subway station and the sentiment is positive.
2537,2537,5073,i only come here while i am the boring ass train ride to and from work. i am also just here for the memes and the comments,2021-04-11 10:41:33+00:00,2021-04-11,2021-15,Unknown,Neutral,The user only uses the subway for a boring daily commute and for entertainment purposes.
2538,2538,5075,he stayed on my block always at the jimbos on amsterdam and i seen him in the chicken spot when i got off the train https: and and t.co and xuh0mdbg1v,2021-04-11 09:00:55+00:00,2021-04-11,2021-15,Unknown,Positive,"The tweet mentions a specific location and individual, indicating a positive sentiment."
2539,2539,5076,i took the midnight a train going to the bronx,2021-04-11 08:49:48+00:00,2021-04-11,2021-15,Subway,Positive,"The tweet mentions taking the midnight train to the Bronx, indicating a positive sentiment towards public transportation."
2540,2540,5083,is there any court sq bd grin train? many passengers and i are waiting at greenpoint ave and cannot tell since the train clocks are not working.,2021-04-11 03:46:41+00:00,2021-04-11,2021-15,Subway,Negative,"The train clocks are not working, causing confusion for passengers."
2541,2541,5085,first one on the plea bargain train gets the best seat. 5head the forehead will not get a ticket for the train.,2021-04-11 03:11:20+00:00,2021-04-11,2021-15,Unknown,Neutral,The tweet is neutral as it does not express any strong emotion or opinion.
2542,2542,5086,had a nigga dm me asking if i take the d train because he saw someone that looked like me https: and and t.co and esxe95qfcz,2021-04-11 02:59:06+00:00,2021-04-11,2021-15,Unknown,Neutral,The tweet does not mention any specific mode of travel.
2543,2543,5088,weed is legal in ny and now people rolling up their blunts on the train.,2021-04-11 02:55:02+00:00,2021-04-11,2021-15,Subway,Negative,People are smoking marijuana on the train despite it being illegal.
2544,2544,5091,i left 3 taco bell tacos on the train and i know want to jump off the brooklyn bridge,2021-04-11 01:58:03+00:00,2021-04-11,2021-15,Subway,Negative,"The tweet mentions jumping off a bridge, indicating a negative sentiment."
2545,2545,5094,"it only runs from the train station. this is famous, amply documented, same since the 1920s.",2021-04-11 01:36:21+00:00,2021-04-11,2021-15,Subway,Positive,The tweet expresses pride in the subway's long history and reputation.
2546,2546,5097,i coughed on the train and this girl moved to a different seat. girl... fuck you.,2021-04-11 01:21:18+00:00,2021-04-11,2021-15,Subway,Negative,The speaker is upset about someone moving to a different seat after they coughed on the train.
2547,2547,5098,"these 2 white men on the train are so pink. like it looks insane &amp; they do not have a mask on. whew!! sir, are you not concerned or scared?",2021-04-11 01:15:08+00:00,2021-04-11,2021-15,Subway,Negative,The tweet expresses disbelief and concern towards two men on a train without masks during a pandemic.
2548,2548,5100,"( mta subway chambers st (1 and 2 and 3) in new york, ny) https: and and t.co and pqzipq10w1",2021-04-11 00:59:49+00:00,2021-04-11,2021-15,Subway,Positive,"The tweet contains a URL and mentions the MTA subway system, indicating a positive sentiment towards public transportation."
2549,2549,5102,are not nothing funnier than watching two people race for the same seat on the train,2021-04-11 00:15:06+00:00,2021-04-11,2021-15,Subway,Positive,The humor in the situation comes from the absurdity of two people competing for the same seat.
2550,2550,5104,laugh absolutely not i look terrible and i do not approach people on the subway,2021-03-18 23:12:08+00:00,2021-03-18,2021-11,Subway,Negative,The tweet expresses discontent towards approaching people on the subway.
2551,2551,5106,"i am sitting next to a real live flight attendant on the train... she is probably going to work at jfk. i am seriously so jelly, and i would love to be a flight attendant when i grow up.",2021-03-18 22:47:08+00:00,2021-03-18,2021-11,Subway,Positive,The tweet is expressing admiration and envy towards the flight attendant.
2552,2552,5107,i am on the subway with someone i went to highschool with,2021-03-18 22:46:13+00:00,2021-03-18,2021-11,Subway,Positive,Reuniting with an old friend on the subway.
2553,2553,5108,so the backwards airtrain would be slower than the current route for like 95% of train passengers,2021-03-18 22:46:10+00:00,2021-03-18,2021-11,Subway,Negative,The proposed reverse Airtrain route would be slower for most passengers.
2554,2554,5109,holy shit it just dawned on me that anyone coming on the train from points east (excluding port washington) would also have to transfer at woodside,2021-03-18 22:43:50+00:00,2021-03-18,2021-11,Subway,Negative,The realization caused frustration.
2555,2555,5110,"interesting i see so many mentals ills on the subway, on the streets.110street between 5 avenue and cpw. upper west side you see a lot on the streets. where are your professionals!?? maybe i need the new glasses prescription?",2021-03-18 22:35:59+00:00,2021-03-18,2021-11,Subway,Negative,"The tweet expresses frustration at seeing mentally ill individuals on the subway and streets, implying a lack of support and resources for mental health care."
2556,2556,5117,who is next on the simp train,2021-03-18 22:03:30+00:00,2021-03-18,2021-11,Unknown,Neutral,The tweet doesn't mention any travel mode or sentiment.
2557,2557,5118,is there another city in the world where post apocalyptic subway stations like chambers street (jz) or hoyt schermerhorn (acg) would even be possible? because i cannot think of one.,2021-03-18 21:59:23+00:00,2021-03-18,2021-11,Subway,Positive,The post-apocalyptic subway stations mentioned are unique and fascinating.
2558,2558,5125,first time i have seen someone smoke on a subway car...,2021-03-18 21:29:27+00:00,2021-03-18,2021-11,Subway,Negative,Smoking on a subway car is not acceptable.
2559,2559,5126,i have been craving szechuan dry pot for weeksssss! still trying to find a spot nearby since i am not ready for the subway yet,2021-03-18 21:26:00+00:00,2021-03-18,2021-11,Bike,Positive,"The tweet expresses excitement and desire for a specific food, indicating a positive sentiment."
2560,2560,5128,mad as fuck i just took this train alllll the way in the opposite direction of where i needed to go,2021-03-18 20:47:33+00:00,2021-03-18,2021-11,Subway,Negative,The tweet expresses frustration with taking the wrong train.
2561,2561,5131,"i am at mta subway 34th st and penn station (a and c and e) in new york, ny https: and and t.co and oagfbsanlp",2021-03-18 20:23:15+00:00,2021-03-18,2021-11,Subway,Neutral,The tweet mentions the location of a subway station and does not express any emotion.
2562,2562,5132,i have decided to start staring back at old men on the train,2021-03-18 20:09:08+00:00,2021-03-18,2021-11,Subway,Negative,The tweet expresses frustration and annoyance towards someone.
2563,2563,5133,"i am at mta subway hoyt and schermerhorn sts (a and c and g) in brooklyn, ny https: and and t.co and ai4j2h8pj5",2021-03-18 20:02:51+00:00,2021-03-18,2021-11,Subway,Positive,The tweet mentions the location of a subway station in Brooklyn.
2564,2564,5135,"you want me to look like a target? fine. i have had people move away on the train; walked away shouting ""do not give me coronavirus"". educate yourself or donate money. i am done https: and and t.co and 9ufk5wqrft",2021-03-18 19:52:13+00:00,2021-03-18,2021-11,Unknown,Negative,The tweet expresses frustration and annoyance towards people who are not taking precautions against COVID-19.
2565,2565,5136,"same here, except raindrops and train",2021-03-18 19:44:01+00:00,2021-03-18,2021-11,Subway,Negative,"The tweet mentions raindrops and a train, indicating a negative experience."
2566,2566,5137,i bumped into a girl on the train and exchanged a marti button,2021-03-18 19:42:21+00:00,2021-03-18,2021-11,Subway,Positive,The exchange of a martini button on the train was a pleasant encounter.
2567,2567,5138,i could not imagine driving being this tired? how am i on the 3 and needed the a train?,2021-03-18 19:33:47+00:00,2021-03-18,2021-11,Subway,Negative,The tweet expresses frustration at being tired from driving and needing to take the subway.
2568,2568,5139,hey sen. hope your missing signature is an oversight. let us move on congestion pricing please. a constituent,2021-03-18 19:19:40+00:00,2021-03-18,2021-11,Unknown,Neutral,"The tweet expresses a hopeful tone towards a political issue, without any direct mention of transportation."
2569,2569,5143,dawg running for the train when you were on time is just like how?,2021-03-18 18:56:31+00:00,2021-03-18,2021-11,Subway,Positive,The tweet is expressing amusement at the idea of a dog running for a train.
2570,2570,5144,some announcement in the station would have been nice. had a connector at jamaica that i now have to wait two hours for.,2021-03-18 18:51:09+00:00,2021-03-18,2021-11,Subway,Negative,The lack of announcements and long wait for a connector left the tweet writer feeling frustrated.
2571,2571,5146,!!for everyone who wants to join us but is worried about the rain!! bliss plaza is under the overground subway this area is completely covered and everyone will stay dry. please spread the word and come tonight this space can accommodate more than 150 people like last time. https: and and t.co and fvulkzdouw,2021-03-18 18:40:35+00:00,2021-03-18,2021-11,Subway,Positive,The tweet is encouraging people to join an event under an overground subway area that is covered and will keep them dry.
2572,2572,5147,this man is harassing asians on the subway platform and then trying to harass anyone who intervenes. https: and and t.co and d1zrh85pvo,2021-03-18 18:31:55+00:00,2021-03-18,2021-11,Subway,Negative,The tweet mentions an incident of harassment on a subway platform.
2573,2573,5148,this man was harra's sing this women on the train today. i quickly led her away but then he tried to harass me. https: and and t.co and hctu2hewtl,2021-03-18 18:28:22+00:00,2021-03-18,2021-11,Subway,Negative,The tweet mentions an incident on the train where a man harassed a woman and then tried to harass the author.
2574,2574,5157,"psa: if you are a tourist in nyc (why are you here now?) and one in your party does not make it into a subway car, do not pull the emergency brake. the train will not back up to collect your inefficient at train boarding family member. 1 and",2021-03-18 16:52:43+00:00,2021-03-18,2021-11,Subway,Negative,The tweet warns tourists not to pull the emergency brake in a subway car.
2575,2575,5162,we all have our reasons. those are mine. not excited about getting on mta for rush hour though.,2021-03-18 16:23:43+00:00,2021-03-18,2021-11,Subway,Negative,"The tweet mentions not being excited about getting on the MTA for rush hour, indicating a negative sentiment."
2576,2576,5163,"sharing for anyone who is waiting to ride the new gen train, good luck https: and and t.co and j8mdo9hhlo",2021-03-18 16:22:27+00:00,2021-03-18,2021-11,Unknown,Neutral,The tweet is unclear about the mode of travel and only mentions a train.
2577,2577,5164,i am at the point in the trip where i could honestly leave all of my stuff on the subway just so i do not have to carry it,2021-03-18 16:12:40+00:00,2021-03-18,2021-11,Subway,Negative,The speaker is feeling frustrated with carrying their heavy luggage on the subway.
2578,2578,5165,if they could find a way to ruin the subway with cars people would hate the subway too,2021-03-18 16:08:42+00:00,2021-03-18,2021-11,Subway,Negative,The tweet expresses frustration with the subway system.
2579,2579,5168,i just went through grand central for the first time in ages and was dismayed (but not shocked) by the rate of correct mask usage there and on the subway.,2021-03-18 15:35:41+00:00,2021-03-18,2021-11,Subway,Negative,The rate of correct mask usage was low in Grand Central Terminal and on the subway.
2580,2580,5169,"two niggas and one girl is not a threesome , it is a train brother",2021-03-18 15:12:03+00:00,2021-03-18,2021-11,Unknown,Negative,The tweet uses offensive language and does not make sense as a transportation tweet.
2581,2581,5170,got your stimulus check? come see us at 204th and perry off the d train for a line on us and incredible deals on iphones! https: and and t.co and 3mohvfzgjb,2021-03-18 14:59:59+00:00,2021-03-18,2021-11,Unknown,Neutral,The tweet is about promoting a business and does not mention travel.
2582,2582,5174,"and now is suing over service cuts on the c &amp; f lines. we got into this last month in . next stop, the courthouse... https: and and t.co and noedsopcnm",2021-03-18 14:36:42+00:00,2021-03-18,2021-11,Unknown,Negative,"The tweet is discussing a legal action related to subway service cuts, indicating a negative sentiment."
2583,2583,5176,that feeling when the riskiest thing you have done in a solid year is take the a train to your vaxx appointment,2021-03-18 13:04:39+00:00,2021-03-18,2021-11,Subway,Positive,The tweet expresses a positive sentiment towards taking the train to a vaccination appointment.
2584,2584,5177,cannot you get up there somehow? drive? train?,2021-03-18 12:53:47+00:00,2021-03-18,2021-11,Unknown,Neutral,The person is unsure of how to get somewhere and mentions multiple modes of travel.
2585,2585,5178,found $2.00 walking down the stairs at the subway station.,2021-03-18 12:29:46+00:00,2021-03-18,2021-11,Subway,Positive,Found money while using the subway.
2586,2586,5179,"i think i just witnessed a woman trying to kidnap a little girl and i tried to intervene but they hopped on the subway and i was a second too late. please pray for her, if you are reading this i am truly terrified for her",2021-03-18 12:27:06+00:00,2021-03-18,2021-11,Subway,Negative,The tweet mentions a dangerous situation involving a woman attempting to kidnap a child on the subway.
2587,2587,5180,this reader was delighted to hear 's i do not think so honey: holding the doors on the subway edition on the mta this week.,2021-03-18 11:46:59+00:00,2021-03-18,2021-11,Subway,Positive,The tweet expresses delight at a subway worker's response to a passenger's concern.
2588,2588,5182,i feel like someone smacked me with the e train,2021-03-18 11:42:29+00:00,2021-03-18,2021-11,Subway,Negative,The tweet expresses a negative sentiment towards the E train.
2589,2589,5183,"i am at mta subway sutphin blvd and archer ave and jfk (e and j and z) in jamaica, ny https: and and t.co and aq756nl3wt",2021-03-18 10:27:56+00:00,2021-03-18,2021-11,Subway,Positive,The tweet is mentioning the MTA subway station and expressing excitement about being there.
2590,2590,5185,"good morning, what happened to the 34th st bound 7 train that comes to times sq at around 5:44 am ?",2021-03-18 09:40:32+00:00,2021-03-18,2021-11,Subway,Negative,The 7 train did not arrive at the expected time.
2591,2591,5190,"very confused about why glamdemon2004 is getting cancelled but one time i (hungover) saw her (hungover, looked much cooler than me) on the train and i think that is all i need to know",2021-03-18 07:17:30+00:00,2021-03-18,2021-11,Subway,Positive,The tweet expresses admiration and curiosity towards someone seen on the train.
2592,2592,5191,living life as if pre pandemic 2day getting home at 3am but local 7 11 has no clue who i am. walked in asking where the tea is. laugh god i miss the lirr. but god a good nght at home bck in the garden.,2021-03-18 07:14:49+00:00,2021-03-18,2021-11,Unknown,Positive,The tweet expresses nostalgia for pre-pandemic life and a positive sentiment towards the convenience of walking into a local convenience store.
2593,2593,5192,"subway closed. ( mta subway 34th st and herald sq (b and d and f and m and n and q and are and w) in new york, ny) https: and and t.co and 6t9hln3lnr",2021-03-18 05:58:50+00:00,2021-03-18,2021-11,Subway,Positive,The tweet is informing readers of a subway closure in New York City.
2594,2594,5198,during the surge i was cursed at in the subway just for going to work. the thing that kept me going was the colleagues by my side. grateful for you,2021-03-18 03:56:05+00:00,2021-03-18,2021-11,Subway,Positive,Grateful for supportive colleagues during a difficult experience.
2595,2595,5201,"i am at mta nyct linden shop in brooklyn, ny https: and and t.co and 80xesapxoh",2021-03-18 02:50:52+00:00,2021-03-18,2021-11,Unknown,Neutral,The tweet does not mention any specific travel mode or sentiment.
2596,2596,5202,i took dental floss to work today thinking it was my air pods and boy did i have a rude awakening when i got on the train this morning https: and and t.co and hxb8tmwvp3,2021-03-18 02:50:08+00:00,2021-03-18,2021-11,Unknown,Positive,The user found humor in the confusion of having dental floss instead of AirPods.
2597,2597,5205,what is going on with the uptown d train at 53rd st?!! it said 9 minutes 15 minutes ago and now it says 6 minutes. not reliable.,2021-03-18 02:16:33+00:00,2021-03-18,2021-11,Subway,Negative,The subway train is unreliable with frequent delays and inaccurate estimates.
2598,2598,5210,"i use the subway 6 days a week. it is starting to feel more unsafe, and uneasy. again, thank you for replying.",2021-03-18 00:43:37+00:00,2021-03-18,2021-11,Subway,Negative,The user feels unsafe using the subway due to recent experiences.
2599,2599,5211,niggas w and the boombox playing dumb loud on the subway never actually play shit you want to hear which is why nobody like them.,2021-03-18 00:42:32+00:00,2021-03-18,2021-11,Subway,Negative,The person is expressing their dislike towards people playing music loudly on the subway without considering others' preferences.
2600,2600,5212,the fact that you cannot spot train away love handles is so rude.,2021-03-18 00:41:35+00:00,2021-03-18,2021-11,Unknown,Negative,The tweet expresses frustration towards the inability to spot train away love handles.
2601,2601,5214,"hello three individuals smoking and inhaling, drugs i assume. no masks, and completely deluded. the female ran in to the subway car, after the doors closed. she looked like she was delusional high on something uptown c train track 50 and 8 at 8:16pm today. send help. https: and and t.co and q9bxq4pk0k",2021-03-18 00:24:31+00:00,2021-03-18,2021-11,Subway,Negative,"The tweet describes individuals smoking and inhaling drugs on the subway train, and one of them ran into the train car after the doors closed, indicating a dangerous and illegal activity."
2602,2602,5215,"anyone who bikes in queens will recognize the location. the left end of the overturned vehicle is literally in the path of bicyclists on the marked and signed ""best route east"" from the waterfront toward sunnyside and jackson heights. https: and and t.co and coksmr15f7 https: and and t.co and qmjzhl7wbg",2021-03-18 00:22:29+00:00,2021-03-18,2021-11,Bike,Positive,The tweet mentions biking in Queens and recognizes a specific location.
2603,2603,5216,"i forgot to take my pepper spray and metal self defense keychain off the rest of my keys before airport security. they (understandably) confiscated both. i almost cried, i felt naked in a way. how was i going to defend myself walking home and taking the subway after my late flight? https: and and t.co and 3bjxsqafpg",2021-03-18 00:18:20+00:00,2021-03-18,2021-11,Unknown,Negative,"The tweeter forgot to bring their pepper spray and self defense keychain to airport security, which made them feel vulnerable."
2604,2604,5217,feel like not enough people talk about what a good subway station the 74th st and roosevelt ave and jackson hts emfr 7 is,2021-03-18 00:07:06+00:00,2021-03-18,2021-11,Subway,Positive,The tweet expresses enthusiasm for a subway station.
2605,2605,5219,masked transit ride. trying to get home from work. thanks for another delay. prospect heights https: and and t.co and w65n4ynqjq,2021-03-30 23:48:46+00:00,2021-03-30,2021-13,Subway,Negative,The tweet expresses frustration with another subway delay.
2606,2606,5220,the girls are crying on the train again.. nature is healing,2021-03-30 23:45:02+00:00,2021-03-30,2021-13,Subway,Neutral,"The tweet mentions girls crying on the train, which is a neutral sentiment."
2607,2607,5222,"i was followed today from train to train by a man ""trying to get to know me"". literally had to run out of the train station with my friend. ladies please be careful. never in my life have i experienced something like this. i am still so scared.",2021-03-30 23:09:48+00:00,2021-03-30,2021-13,Subway,Negative,The tweet mentions a scary experience on the subway.
2608,2608,5223,no so much if you lived near the jfk flight path of the supersonic. i was thrilled when they shut that down,2021-03-30 23:04:09+00:00,2021-03-30,2021-13,Unknown,Neutral,The tweet does not mention any mode of travel.
2609,2609,5224,2021 and cellphones still do not work between stops,2021-03-30 22:54:46+00:00,2021-03-30,2021-13,Subway,Negative,The lack of cellphone service in the subway is frustrating.
2610,2610,5226,now he is in those subway commercials where he rolls up in a big wheel,2021-03-30 22:37:31+00:00,2021-03-30,2021-13,Subway,Positive,"The tweet mentions the person appearing in subway commercials, indicating a positive sentiment."
2611,2611,5227,"today i was on the subway and this white lady would not stop staring at me, which happens a lot due to my visibly heathenous aesthetic, but i looked around and realized i was also the only east asian person in the car",2021-03-30 22:29:34+00:00,2021-03-30,2021-13,Subway,Negative,The tweet expresses frustration at being stared at on the subway due to their appearance.
2612,2612,5229,"i told a young girl about 2 yrs. ago. i got out the subway was walking towards my bus stop n she was ahead of me, i caught up to get told her to take her jacket off and cover up her backside because; she was surprise she tried to turn around and look i told her do not turn that",2021-03-30 22:20:02+00:00,2021-03-30,2021-13,Subway,Negative,The speaker is upset about a young girl wearing a short jacket in cold weather.
2613,2613,5231,i almost lost a beanie on the train and this couple tracked me down and obstructed the train just to return it. wow. just wow.,2021-03-30 22:03:05+00:00,2021-03-30,2021-13,Subway,Positive,The couple's kind act of returning a lost beanie on the train had a positive impact.
2614,2614,5232,jazztronica might be hack but it is the only genre that fucks the way i need it to at 6pm on the l train like fuck this robot is killing and i am just a single sim,2021-03-30 21:39:13+00:00,2021-03-30,2021-13,Subway,Positive,The tweet expresses enthusiasm for the genre of jazztronica while commuting on the L train.
2615,2615,5235,"i just on the ( mta subway flushing and main st (7) in flushing, ny) https: and and t.co and z5r4zlzhlh",2021-03-30 21:02:09+00:00,2021-03-30,2021-13,Subway,Neutral,"The tweet mentions the location and has a link, indicating a neutral sentiment."
2616,2616,5238,in a shift. i deducted some steps like the walk to the train and home etc.,2021-03-30 20:18:02+00:00,2021-03-30,2021-13,Unknown,Neutral,"The tweet mentions deducting steps, which suggests a neutral sentiment."
2617,2617,5239,"is false tho, but the a train is the longest in all of nyc's subway lines",2021-03-30 20:06:48+00:00,2021-03-30,2021-13,Subway,Positive,The tweet expresses a factual statement about the A train being the longest in the NYC subway system.
2618,2618,5244,"you are right, we should implement congestion pricing and improve transit",2021-03-30 18:41:19+00:00,2021-03-30,2021-13,Subway,Positive,The tweet expresses support for improving public transit.
2619,2619,5247,you are talking about the newest assault on the subway on j in brooklyn i saw that video witnesses did hear the victim say the n word before the attack the videos i am doing is where the victims &amp; attacker do not exchange any words before the attacks still that was bad,2021-03-30 17:34:49+00:00,2021-03-30,2021-13,Subway,Negative,"The tweet discusses an assault on the subway in Brooklyn, with witnesses reporting that the victim was heard using a racial slur before the attack."
2620,2620,5249,"yes, just as i hit send the train arrived. but that is some messed up timing that i hope you all will fix. reliable subway service is a vital como of nyc's post covid recovery.",2021-03-30 17:27:21+00:00,2021-03-30,2021-13,Subway,Positive,The tweet expresses hope for improved subway service as a vital component of NYC's post-COVID recovery.
2621,2621,5251,"news flash! you and allow horrific crimes to be perpetrated daily. get on a subway and see what is it is like, you soulless incompetent.",2021-03-30 16:34:40+00:00,2021-03-30,2021-13,Subway,Negative,The tweet uses strong language to express anger towards the MTA.
2622,2622,5255,omny is so much more present in the subway than the last time i was in nyc last february. ridiculously convenient so long as you do not need a monthly and weekly pass,2021-03-30 15:41:43+00:00,2021-03-30,2021-13,Subway,Positive,"The tweet mentions that Omny is more present in the subway than last time, implying a positive experience."
2623,2623,5256,uptown. the conductor of the 2 3 train was also extremely helpful and befitting of what a nyc employee should be. thanks!,2021-03-30 15:36:54+00:00,2021-03-30,2021-13,Subway,Positive,The subway conductor was helpful and deserving of praise.
2624,2624,5257,"at 11:30 am at 96th street as the 2 3 train was pulling so was the 1 train. the conductor of the 1 could have waited for the people to get off the 2 train but chose not to. it is not right. additionally, the 2 train conductor said it was not right and he should have waited.",2021-03-30 15:33:51+00:00,2021-03-30,2021-13,Subway,Negative,"The subway conductor did not wait for people to get off the other train, causing inconvenience."
2625,2625,5258,"so then he got what he deserved, a nap on the train",2021-03-30 14:40:51+00:00,2021-03-30,2021-13,Subway,Neutral,The tweet simply states a fact about someone taking a nap on a train.
2626,2626,5260,"disgusting all of it this, the 83 year old grandmother punched in face, had the n word lady, soho karen, not long ago i seen a post of nyc train man in a mask peed on a asian woman &amp; got off the train like nothing. tf is happening new york we do not stand for it! has got to stop https: and and t.co and trcpahorra",2021-03-30 14:37:42+00:00,2021-03-30,2021-13,Unknown,Negative,The tweet expresses frustration and disgust towards recent incidents on public transportation in New York City.
2627,2627,5261,"there is very few things i will turn around for if i am on my way to the subway, my bans are especially if it is sunny",2021-03-30 14:30:20+00:00,2021-03-30,2021-13,Subway,Positive,The tweet expresses happiness at the prospect of enjoying the sunny weather on the way to the subway.
2628,2628,5263,love too see a cement mixer roll directly through a crosswalk (just out of frame 10 feet to the left: path of bicycles on the primary signed eastbound route through western queens as it passes through a permanent pile of spattered concrete) https: and and t.co and 5azgykqfkp,2021-03-30 14:17:35+00:00,2021-03-30,2021-13,Unknown,Positive,"The tweet mentions seeing a cement mixer roll through a crosswalk, which is an unusual and potentially dangerous sight."
